,Пол,Приоритет,Балл по математике,Балл по русскому языку,Балл по выбранному предмету,Балл за индивидуальные достижения,Наличие серебрянной медали,Наличие золотой медали,Средний балл по экзаменам,Сумма баллов,Процент от маскимального балла,Успеваемость
2672,0,1,77,78,61,0,0,0,72.0,216,62.2478386167147,3
2673,0,1,77,79,60,0,0,0,72.0,216,62.2478386167147,3
2674,0,1,81,65,69,0,0,0,71.66666666666667,215,61.95965417867435,3
2675,0,1,80,76,82,10,0,0,79.33333333333333,248,71.46974063400576,2
2676,0,1,74,80,55,2,0,0,69.66666666666667,211,60.80691642651297,3
2677,0,1,74,80,56,2,0,0,70.0,212,61.09510086455331,3
2678,0,1,74,80,56,2,0,0,70.0,212,61.09510086455331,3
2679,0,1,63,64,66,6,0,0,64.33333333333333,199,57.34870317002881,3
2680,0,1,70,65,53,4,0,0,62.666666666666664,192,55.3314121037464,1
2681,0,1,80,66,70,9,0,0,72.0,225,64.84149855907782,2
2682,0,1,67,77,62,0,0,0,68.66666666666667,206,59.36599423631124,3
2683,0,1,70,62,62,0,0,0,64.66666666666667,194,55.907780979827095,1
2684,0,1,70,62,62,0,0,0,64.66666666666667,194,55.907780979827095,1
2685,0,1,70,69,77,9,0,0,72.0,225,64.84149855907782,3
2686,0,1,70,69,77,9,0,0,72.0,225,64.84149855907782,3
2687,0,1,70,69,77,9,0,0,72.0,225,64.84149855907782,3
2688,0,1,70,69,77,9,0,0,72.0,225,64.84149855907782,3
2689,0,1,70,69,77,9,0,0,72.0,225,64.84149855907782,3
2690,0,1,72,73,75,0,0,0,73.33333333333333,220,63.40057636887608,3
2691,0,1,70,77,77,10,0,0,74.66666666666667,234,67.43515850144092,2
2692,0,1,74,83,76,10,0,1,77.66666666666667,243,70.02881844380403,2
2693,0,1,69,61,65,4,0,0,65.0,199,57.34870317002881,1
2694,0,1,80,68,72,0,0,0,73.33333333333333,220,63.40057636887608,3
2695,0,1,80,68,72,0,0,0,73.33333333333333,220,63.40057636887608,3
2696,0,1,80,68,72,0,0,0,73.33333333333333,220,63.40057636887608,3
2697,0,1,80,68,72,0,0,0,73.33333333333333,220,63.40057636887608,3
2698,0,1,75,70,77,18,0,0,74.0,240,69.164265129683,2
2699,0,1,70,70,66,9,0,0,68.66666666666667,215,61.95965417867435,3
2700,0,1,79,82,81,0,0,0,80.66666666666667,242,69.7406340057637,2
2701,0,1,70,68,77,5,0,0,71.66666666666667,220,63.40057636887608,3
2702,0,1,77,61,71,3,0,0,69.66666666666667,212,61.09510086455331,3
2703,0,1,72,69,48,3,0,0,63.0,192,55.3314121037464,1
2704,0,1,78,78,60,0,0,0,72.0,216,62.2478386167147,3
2705,0,1,69,73,69,9,0,0,70.33333333333333,220,63.40057636887608,3
2706,0,1,68,73,69,9,0,0,70.0,219,63.112391930835734,3
2707,0,1,72,76,54,10,0,0,67.33333333333333,212,61.09510086455331,3
2708,0,1,70,70,74,3,0,0,71.33333333333333,217,62.53602305475504,3
2709,0,1,70,70,74,3,0,0,71.33333333333333,217,62.53602305475504,3
2710,0,1,81,66,68,0,0,0,71.66666666666667,215,61.95965417867435,3
2711,0,1,64,67,77,7,0,0,69.33333333333333,215,61.95965417867435,3
2712,0,1,71,77,78,2,0,0,75.33333333333333,228,65.70605187319885,3
2713,0,1,70,70,67,9,0,0,69.0,216,62.2478386167147,3
2714,0,1,76,70,74,10,0,0,73.33333333333333,230,66.28242074927954,2
2715,0,1,71,61,66,0,0,0,66.0,198,57.06051873198847,3
2716,0,2,75,77,62,2,0,0,71.33333333333333,216,62.2478386167147,3
2717,0,1,64,68,77,2,0,0,69.66666666666667,211,60.80691642651297,3
2718,0,1,69,75,64,4,0,0,69.33333333333333,212,61.09510086455331,3
2719,0,1,74,79,58,5,0,0,70.33333333333333,216,62.2478386167147,3
2720,0,1,71,77,80,9,0,0,76.0,237,68.29971181556196,2
2721,0,1,64,66,56,4,0,0,62.0,190,54.7550432276657,1
2722,0,1,64,66,77,1,0,0,69.0,208,59.94236311239193,3
2723,0,1,74,61,75,4,0,0,70.0,214,61.67146974063401,3
2724,0,1,63,64,63,2,0,0,63.333333333333336,192,55.3314121037464,1
2725,0,1,78,61,75,4,0,0,71.33333333333333,218,62.824207492795395,3
2726,0,1,73,82,78,2,0,0,77.66666666666667,235,67.72334293948127,2
2727,0,1,80,68,75,0,0,0,74.33333333333333,223,64.26512968299711,3
2728,0,1,80,68,75,0,0,0,74.33333333333333,223,64.26512968299711,3
2729,0,1,77,69,75,10,0,0,73.66666666666667,231,66.57060518731988,2
2730,0,1,79,88,70,20,0,0,79.0,257,74.06340057636888,2
2731,0,1,69,75,73,0,0,0,72.33333333333333,217,62.53602305475504,3
2732,0,1,81,68,71,0,0,0,73.33333333333333,220,63.40057636887608,3
2733,0,1,81,68,71,0,0,0,73.33333333333333,220,63.40057636887608,3
2734,0,1,80,75,83,9,0,0,79.33333333333333,247,71.18155619596543,2
2735,0,1,80,75,82,9,0,0,79.0,246,70.89337175792507,2
2736,0,1,80,75,83,9,0,0,79.33333333333333,247,71.18155619596543,2
2737,0,1,74,63,74,10,0,0,70.33333333333333,221,63.68876080691642,3
2738,0,1,70,72,77,9,0,0,73.0,228,65.70605187319885,3
2739,0,1,65,74,66,6,0,0,68.33333333333333,211,60.80691642651297,3
2740,0,1,74,75,79,0,0,0,76.0,228,65.70605187319885,3
2741,0,1,74,80,58,3,0,0,70.66666666666667,215,61.95965417867435,3
2742,0,1,69,69,77,5,0,0,71.66666666666667,220,63.40057636887608,3
2743,0,1,70,74,63,4,0,0,69.0,211,60.80691642651297,3
2744,0,1,77,73,65,10,0,0,71.66666666666667,225,64.84149855907782,3
2745,0,1,74,82,70,0,0,0,75.33333333333333,226,65.12968299711815,3
2746,0,1,69,77,69,2,0,0,71.66666666666667,217,62.53602305475504,3
2747,0,1,77,72,85,8,0,0,78.0,242,69.7406340057637,2
2748,0,1,77,71,86,8,0,0,78.0,242,69.7406340057637,2
2749,0,1,81,65,74,3,0,0,73.33333333333333,223,64.26512968299711,3
2750,0,1,79,72,80,0,0,0,77.0,231,66.57060518731988,2
2751,0,1,79,72,86,0,0,0,79.0,237,68.29971181556196,2
2752,0,1,71,72,64,10,0,0,69.0,217,62.53602305475504,3
2753,0,1,70,77,66,5,0,0,71.0,218,62.824207492795395,3
2754,0,1,72,75,70,0,0,0,72.33333333333333,217,62.53602305475504,3
2755,0,1,72,60,77,4,0,0,69.66666666666667,213,61.38328530259366,3
2756,0,1,59,68,60,0,0,0,62.333333333333336,187,53.89048991354467,1
2757,0,1,72,61,77,4,0,0,70.0,214,61.67146974063401,3
2758,0,1,69,77,67,10,0,0,71.0,223,64.26512968299711,3
2759,0,1,79,79,58,4,0,0,72.0,220,63.40057636887608,3
2760,0,1,80,67,72,0,0,0,73.0,219,63.112391930835734,3
2761,0,1,80,66,72,0,0,0,72.66666666666667,218,62.824207492795395,3
2762,0,1,80,67,72,0,0,0,73.0,219,63.112391930835734,3
2763,0,1,70,69,77,7,0,0,72.0,223,64.26512968299711,3
2764,0,1,77,70,76,19,0,0,74.33333333333333,242,69.7406340057637,2
2765,0,1,73,81,55,2,0,0,69.66666666666667,211,60.80691642651297,3
2766,0,1,73,81,55,2,0,0,69.66666666666667,211,60.80691642651297,3
2767,0,1,72,72,64,10,0,0,69.33333333333333,218,62.824207492795395,3
2768,0,1,70,69,77,4,0,0,72.0,220,63.40057636887608,3
2769,0,1,73,69,79,0,0,0,73.66666666666667,221,63.68876080691642,3
2770,0,1,73,69,79,0,0,0,73.66666666666667,221,63.68876080691642,3
2771,0,1,73,69,79,0,0,0,73.66666666666667,221,63.68876080691642,3
2772,0,1,73,69,79,0,0,0,73.66666666666667,221,63.68876080691642,3
2773,0,1,73,69,79,0,0,0,73.66666666666667,221,63.68876080691642,3
2774,0,1,70,68,77,3,0,0,71.66666666666667,218,62.824207492795395,3
2775,0,1,70,67,77,3,0,0,71.33333333333333,217,62.53602305475504,3
2776,0,1,70,62,64,0,0,0,65.33333333333333,196,56.48414985590778,1
2777,0,1,64,75,69,9,0,0,69.33333333333333,217,62.53602305475504,3
2778,0,1,71,60,66,0,0,0,65.66666666666667,197,56.77233429394812,3
2779,0,1,65,67,72,0,0,0,68.0,204,58.789625360230545,3
2780,0,2,74,76,64,9,0,0,71.33333333333333,223,64.26512968299711,3
2781,0,1,78,89,75,21,0,0,80.66666666666667,263,75.79250720461094,2
2782,0,1,78,88,75,18,0,0,80.33333333333333,259,74.63976945244957,2
2783,0,1,74,79,72,0,0,0,75.0,225,64.84149855907782,3
2784,0,1,75,79,55,3,0,0,69.66666666666667,212,61.09510086455331,3
2785,0,1,79,70,87,2,0,0,78.66666666666667,238,68.58789625360231,2
2786,0,1,80,68,76,0,0,0,74.66666666666667,224,64.55331412103746,2
2787,0,1,73,73,79,2,0,0,75.0,227,65.4178674351585,3
2788,0,1,73,73,79,2,0,0,75.0,227,65.4178674351585,3
2789,0,1,78,69,81,9,0,0,76.0,237,68.29971181556196,2
2790,0,1,76,81,78,9,0,0,78.33333333333333,244,70.31700288184439,2
2791,0,1,70,70,66,7,0,0,68.66666666666667,213,61.38328530259366,3
2792,0,1,77,82,66,20,0,0,75.0,245,70.60518731988472,2
2793,0,1,70,70,70,7,0,0,70.0,217,62.53602305475504,3
2794,0,1,79,84,79,10,0,1,80.66666666666667,252,72.62247838616715,2
2795,0,1,79,89,79,10,0,0,82.33333333333333,257,74.06340057636888,2
2796,0,1,69,69,77,3,0,0,71.66666666666667,218,62.824207492795395,3
2797,0,1,76,80,60,0,0,0,72.0,216,62.2478386167147,3
2798,0,1,76,74,78,0,0,0,76.0,228,65.70605187319885,3
2799,0,1,76,74,79,0,0,0,76.33333333333333,229,65.99423631123919,3
2800,0,1,76,75,78,0,0,0,76.33333333333333,229,65.99423631123919,3
2801,0,1,76,75,79,0,0,0,76.66666666666667,230,66.28242074927954,3
2802,0,1,76,74,79,0,0,0,76.33333333333333,229,65.99423631123919,3
2803,0,1,70,81,77,7,0,0,76.0,235,67.72334293948127,2
2804,0,1,79,69,80,19,0,0,76.0,247,71.18155619596543,2
2805,0,1,81,74,78,9,0,0,77.66666666666667,242,69.7406340057637,2
2806,0,1,77,66,77,10,0,0,73.33333333333333,230,66.28242074927954,2
2807,0,1,77,65,77,10,0,0,73.0,229,65.99423631123919,2
2808,0,1,71,61,71,0,0,0,67.66666666666667,203,58.501440922190206,3
2809,0,1,80,68,77,2,0,0,75.0,227,65.4178674351585,2
2810,0,1,80,68,77,2,0,0,75.0,227,65.4178674351585,2
2811,0,1,70,74,73,0,0,0,72.33333333333333,217,62.53602305475504,3
2812,0,1,71,81,74,10,0,0,75.33333333333333,236,68.01152737752162,2
2813,0,1,74,81,56,2,0,0,70.33333333333333,213,61.38328530259366,3
2814,0,1,64,77,64,4,0,0,68.33333333333333,209,60.23054755043228,3
2815,0,1,78,87,76,22,0,0,80.33333333333333,263,75.79250720461094,2
2816,0,1,80,74,67,19,0,0,73.66666666666667,240,69.164265129683,2
2817,0,1,71,78,75,0,0,0,74.66666666666667,224,64.55331412103746,3
2818,0,1,71,80,75,0,0,0,75.33333333333333,226,65.12968299711815,3
2819,0,1,71,78,75,0,0,0,74.66666666666667,224,64.55331412103746,3
2820,0,1,79,71,88,10,0,0,79.33333333333333,248,71.46974063400576,2
2821,0,1,72,78,75,3,0,0,75.0,228,65.70605187319885,3
2822,0,1,80,66,75,0,0,0,73.66666666666667,221,63.68876080691642,3
2823,0,1,80,66,75,0,0,0,73.66666666666667,221,63.68876080691642,3
2824,0,1,80,66,75,0,0,0,73.66666666666667,221,63.68876080691642,3
2825,0,1,80,67,75,0,0,0,74.0,222,63.976945244956774,3
2826,0,1,81,66,71,0,0,0,72.66666666666667,218,62.824207492795395,3
2827,0,1,81,67,71,0,0,0,73.0,219,63.112391930835734,3
2828,0,1,81,66,71,0,0,0,72.66666666666667,218,62.824207492795395,3
2829,0,1,81,67,70,0,0,0,72.66666666666667,218,62.824207492795395,3
2830,0,1,81,66,71,0,0,0,72.66666666666667,218,62.824207492795395,3
2831,0,1,81,67,71,0,0,0,73.0,219,63.112391930835734,3
2832,0,1,78,87,70,9,0,0,78.33333333333333,244,70.31700288184439,2
2833,0,1,71,72,70,0,0,0,71.0,213,61.38328530259366,3
2834,0,1,71,72,69,0,0,0,70.66666666666667,212,61.09510086455331,3
2835,0,1,77,78,62,0,0,0,72.33333333333333,217,62.53602305475504,3
2836,0,1,59,68,63,0,0,0,63.333333333333336,190,54.7550432276657,1
2837,0,1,77,91,75,26,0,0,81.0,269,77.52161383285303,2
2838,0,1,77,88,75,20,0,0,80.0,260,74.92795389048992,2
2839,0,1,74,74,78,7,0,0,75.33333333333333,233,67.14697406340058,3
2840,0,1,72,70,72,3,0,0,71.33333333333333,217,62.53602305475504,3
2841,0,1,81,68,67,6,0,0,72.0,222,63.976945244956774,3
2842,0,1,75,82,78,3,0,0,78.33333333333333,238,68.58789625360231,2
2843,0,1,75,80,78,5,0,0,77.66666666666667,238,68.58789625360231,2
2844,0,1,75,80,78,5,0,0,77.66666666666667,238,68.58789625360231,2
2845,0,1,72,71,72,1,0,0,71.66666666666667,216,62.2478386167147,3
2846,0,1,81,66,71,9,0,0,72.66666666666667,227,65.4178674351585,2
2847,0,1,72,78,75,0,0,0,75.0,225,64.84149855907782,3
2848,0,1,72,78,75,0,0,0,75.0,225,64.84149855907782,3
2849,0,1,70,74,75,3,0,0,73.0,222,63.976945244956774,3
2850,0,1,78,80,63,0,0,0,73.66666666666667,221,63.68876080691642,3
2851,0,1,75,68,81,0,0,0,74.66666666666667,224,64.55331412103746,3
2852,0,1,75,68,87,0,0,0,76.66666666666667,230,66.28242074927954,3
2853,0,1,80,71,75,9,0,0,75.33333333333333,235,67.72334293948127,2
2854,0,1,80,69,67,0,0,0,72.0,216,62.2478386167147,3
2855,0,1,77,94,69,9,0,0,80.0,249,71.75792507204612,2
2856,0,1,81,72,74,9,1,0,75.66666666666667,236,68.01152737752162,2
2857,0,1,81,71,74,9,0,0,75.33333333333333,235,67.72334293948127,2
2858,0,1,81,72,73,9,1,0,75.33333333333333,235,67.72334293948127,2
2859,0,1,79,81,56,0,0,0,72.0,216,62.2478386167147,3
2860,0,1,71,79,74,0,0,0,74.66666666666667,224,64.55331412103746,3
2861,0,1,70,75,74,3,0,0,73.0,222,63.976945244956774,3
2862,0,1,77,90,74,12,0,1,80.33333333333333,253,72.91066282420749,2
2863,0,1,70,76,61,0,0,0,69.0,207,59.654178674351584,3
2864,0,1,78,80,64,0,0,0,74.0,222,63.976945244956774,3
2865,0,1,71,75,57,10,0,0,67.66666666666667,213,61.38328530259366,3
2866,0,1,76,69,72,10,0,0,72.33333333333333,227,65.4178674351585,2
2867,0,1,71,70,77,2,0,0,72.66666666666667,220,63.40057636887608,3
2868,0,1,71,71,66,10,0,0,69.33333333333333,218,62.824207492795395,3
2869,0,1,80,74,70,7,0,0,74.66666666666667,231,66.57060518731988,2
2870,0,1,73,83,77,10,0,1,77.66666666666667,243,70.02881844380403,2
2871,0,1,74,82,72,0,0,0,76.0,228,65.70605187319885,3
2872,0,1,70,70,73,0,0,0,71.0,213,61.38328530259366,3
2873,0,1,77,71,79,19,0,0,75.66666666666667,246,70.89337175792507,2
2874,0,1,70,75,77,4,0,0,74.0,226,65.12968299711815,3
2875,0,1,81,74,54,9,0,0,69.66666666666667,218,62.824207492795395,3
2876,0,1,65,74,68,6,0,0,69.0,213,61.38328530259366,3
2877,0,1,69,78,64,9,0,0,70.33333333333333,220,63.40057636887608,3
2878,0,1,75,70,75,10,0,0,73.33333333333333,230,66.28242074927954,2
2879,0,1,69,78,64,9,0,0,70.33333333333333,220,63.40057636887608,3
2880,0,1,68,75,73,10,0,0,72.0,226,65.12968299711815,3
2881,0,1,72,59,59,0,0,0,63.333333333333336,190,54.7550432276657,1
2882,0,1,72,77,86,9,0,0,78.33333333333333,244,70.31700288184439,2
2883,0,1,78,75,81,0,0,0,78.0,234,67.43515850144092,2
2884,0,1,75,81,57,10,0,0,71.0,223,64.26512968299711,3
2885,0,1,74,61,51,0,0,0,62.0,186,53.602305475504316,1
2886,0,1,75,67,80,0,0,0,74.0,222,63.976945244956774,3
2887,0,1,75,67,82,0,0,0,74.66666666666667,224,64.55331412103746,3
2888,0,1,76,73,66,19,0,0,71.66666666666667,234,67.43515850144092,2
2889,0,1,81,74,53,8,0,0,69.33333333333333,216,62.2478386167147,3
2890,0,1,71,70,77,4,0,0,72.66666666666667,222,63.976945244956774,3
2891,0,1,71,78,60,10,0,0,69.66666666666667,219,63.112391930835734,3
2892,0,1,72,80,77,10,0,0,76.33333333333333,239,68.87608069164266,2
2893,0,1,77,81,66,21,0,0,74.66666666666667,245,70.60518731988472,2
2894,0,1,72,71,66,10,0,0,69.66666666666667,219,63.112391930835734,3
2895,0,1,77,63,64,10,0,0,68.0,214,61.67146974063401,3
2896,0,1,77,63,64,10,0,0,68.0,214,61.67146974063401,3
2897,0,1,74,82,71,3,0,0,75.66666666666667,230,66.28242074927954,3
2898,0,1,76,81,60,1,0,0,72.33333333333333,218,62.824207492795395,3
2899,0,1,78,75,82,12,0,0,78.33333333333333,247,71.18155619596543,2
2900,0,1,78,75,83,12,0,0,78.66666666666667,248,71.46974063400576,2
2901,0,1,78,75,86,20,0,0,79.66666666666667,259,74.63976945244957,2
2902,0,1,74,66,76,10,0,0,72.0,226,65.12968299711815,2
2903,0,1,80,70,59,9,0,0,69.66666666666667,218,62.824207492795395,3
2904,0,1,76,72,72,19,0,0,73.33333333333333,239,68.87608069164266,2
2905,0,1,72,78,74,0,0,0,74.66666666666667,224,64.55331412103746,3
2906,0,1,72,78,74,0,0,0,74.66666666666667,224,64.55331412103746,3
2907,0,1,70,69,74,10,0,0,71.0,223,64.26512968299711,3
2908,0,1,70,69,74,10,0,0,71.0,223,64.26512968299711,3
2909,0,1,70,69,74,10,0,0,71.0,223,64.26512968299711,3
2910,0,1,56,66,67,9,0,0,63.0,198,57.06051873198847,1
2911,0,1,64,75,68,7,0,0,69.0,214,61.67146974063401,3
2912,0,1,80,74,67,0,0,0,73.66666666666667,221,63.68876080691642,3
2913,0,1,75,74,79,19,0,0,76.0,247,71.18155619596543,2
2914,0,1,77,73,82,9,0,0,77.33333333333333,241,69.45244956772333,2
2915,0,1,73,71,79,0,0,0,74.33333333333333,223,64.26512968299711,3
2916,0,1,72,79,76,0,0,0,75.66666666666667,227,65.4178674351585,3
2917,0,1,64,75,71,7,0,0,70.0,217,62.53602305475504,3
2918,0,1,70,76,71,5,0,0,72.33333333333333,222,63.976945244956774,3
2919,0,1,70,77,69,5,0,0,72.0,221,63.68876080691642,3
2920,0,1,70,77,65,10,0,0,70.66666666666667,222,63.976945244956774,3
2921,0,1,77,80,66,0,0,0,74.33333333333333,223,64.26512968299711,3
2922,0,1,64,63,63,4,0,0,63.333333333333336,194,55.907780979827095,1
2923,0,1,64,63,63,4,0,0,63.333333333333336,194,55.907780979827095,1
2924,0,1,64,63,63,4,0,0,63.333333333333336,194,55.907780979827095,1
2925,0,1,81,67,67,6,0,0,71.66666666666667,221,63.68876080691642,3
2926,0,1,77,82,78,5,0,0,79.0,242,69.7406340057637,2
2927,0,1,76,82,60,0,0,0,72.66666666666667,218,62.824207492795395,3
2928,0,1,76,82,61,0,0,0,73.0,219,63.112391930835734,3
2929,0,1,80,68,77,0,0,0,75.0,225,64.84149855907782,2
2930,0,1,80,70,73,0,0,0,74.33333333333333,223,64.26512968299711,3
2931,0,1,69,76,72,3,0,0,72.33333333333333,220,63.40057636887608,3
2932,0,1,80,67,70,6,0,0,72.33333333333333,223,64.26512968299711,3
2933,0,1,72,82,74,0,0,0,76.0,228,65.70605187319885,3
2934,0,1,72,82,74,0,0,0,76.0,228,65.70605187319885,3
2935,0,1,74,81,78,2,0,0,77.66666666666667,235,67.72334293948127,2
2936,0,1,74,81,78,2,0,0,77.66666666666667,235,67.72334293948127,2
2937,0,1,80,62,74,2,0,0,72.0,218,62.824207492795395,3
2938,0,1,72,70,72,0,0,0,71.33333333333333,214,61.67146974063401,3
2939,0,1,70,67,45,3,0,0,60.666666666666664,185,53.31412103746398,1
2940,0,1,77,90,69,7,0,0,78.66666666666667,243,70.02881844380403,2
2941,0,1,76,80,63,0,0,0,73.0,219,63.112391930835734,3
2942,0,1,76,79,63,0,0,0,72.66666666666667,218,62.824207492795395,3
2943,0,1,76,79,63,0,0,0,72.66666666666667,218,62.824207492795395,3
2944,0,1,80,80,78,9,0,1,79.33333333333333,247,71.18155619596543,2
2945,0,1,79,89,83,24,0,0,83.66666666666667,275,79.2507204610951,2
2946,0,1,79,88,83,28,0,0,83.33333333333333,278,80.11527377521614,2
2947,0,1,79,88,82,23,0,0,83.0,272,78.38616714697406,2
2948,0,1,79,89,83,26,0,0,83.66666666666667,277,79.82708933717579,2
2949,0,1,79,89,80,28,0,0,82.66666666666667,276,79.53890489913545,2
2950,0,1,79,88,80,28,0,0,82.33333333333333,275,79.2507204610951,2
2951,0,1,79,88,80,27,0,0,82.33333333333333,274,78.96253602305475,2
2952,0,1,79,89,83,24,0,0,83.66666666666667,275,79.2507204610951,2
2953,0,1,79,88,80,24,0,0,82.33333333333333,271,78.09798270893373,2
2954,0,1,79,88,88,13,0,0,85.0,268,77.23342939481267,2
2955,0,1,79,89,83,24,0,0,83.66666666666667,275,79.2507204610951,2
2956,0,1,79,88,83,24,0,0,83.33333333333333,274,78.96253602305475,2
2957,0,1,79,88,80,25,0,0,82.33333333333333,272,78.38616714697406,2
2958,0,1,79,88,80,24,0,0,82.33333333333333,271,78.09798270893373,2
2959,0,1,79,89,80,26,0,0,82.66666666666667,274,78.96253602305475,2
2960,0,1,79,88,80,24,0,0,82.33333333333333,271,78.09798270893373,2
2961,0,1,79,89,80,25,0,0,82.66666666666667,273,78.6743515850144,2
2962,0,1,79,88,80,23,0,0,82.33333333333333,270,77.80979827089337,2
2963,0,1,79,88,80,24,0,0,82.33333333333333,271,78.09798270893373,2
2964,0,1,79,89,80,24,0,0,82.66666666666667,272,78.38616714697406,2
2965,0,1,79,88,80,27,0,0,82.33333333333333,274,78.96253602305475,2
2966,0,1,69,77,69,10,0,0,71.66666666666667,225,64.84149855907782,3
2967,0,1,68,76,70,10,0,0,71.33333333333333,224,64.55331412103746,3
2968,0,1,69,61,60,3,0,0,63.333333333333336,193,55.61959654178674,1
2969,0,1,76,72,64,10,0,0,70.66666666666667,222,63.976945244956774,3
2970,0,1,79,73,82,0,0,0,78.0,234,67.43515850144092,2
2971,0,1,79,73,81,0,0,0,77.66666666666667,233,67.14697406340058,2
2972,0,1,79,73,82,0,0,0,78.0,234,67.43515850144092,2
2973,0,1,79,73,81,0,0,0,77.66666666666667,233,67.14697406340058,2
2974,0,1,78,86,75,4,0,0,79.66666666666667,243,70.02881844380403,2
2975,0,1,78,84,75,4,0,0,79.0,241,69.45244956772333,2
2976,0,1,68,71,71,4,0,0,70.0,214,61.67146974063401,3
2977,0,1,72,65,75,10,0,0,70.66666666666667,222,63.976945244956774,3
2978,0,1,64,63,64,9,0,0,63.666666666666664,200,57.636887608069166,3
2979,0,1,79,70,81,0,0,0,76.66666666666667,230,66.28242074927954,2
2980,0,1,79,70,81,0,0,0,76.66666666666667,230,66.28242074927954,2
2981,0,1,67,60,61,0,0,0,62.666666666666664,188,54.17867435158501,1
2982,0,1,69,60,61,0,0,0,63.333333333333336,190,54.7550432276657,1
2983,0,1,69,60,61,0,0,0,63.333333333333336,190,54.7550432276657,1
2984,0,1,69,60,61,0,0,0,63.333333333333336,190,54.7550432276657,1
2985,0,1,69,60,61,0,0,0,63.333333333333336,190,54.7550432276657,1
2986,0,1,69,60,61,0,0,0,63.333333333333336,190,54.7550432276657,1
2987,0,1,80,70,65,0,0,0,71.66666666666667,215,61.95965417867435,3
2988,0,1,75,70,76,10,0,0,73.66666666666667,231,66.57060518731988,2
2989,0,1,65,68,65,19,0,0,66.0,217,62.53602305475504,3
2990,0,1,71,73,71,0,0,0,71.66666666666667,215,61.95965417867435,3
2991,0,1,77,82,62,0,0,0,73.66666666666667,221,63.68876080691642,3
2992,0,1,76,67,75,20,0,0,72.66666666666667,238,68.58789625360231,2
2993,0,1,73,72,78,0,0,0,74.33333333333333,223,64.26512968299711,3
2994,0,1,73,73,78,0,0,0,74.66666666666667,224,64.55331412103746,3
2995,0,1,73,72,79,0,0,0,74.66666666666667,224,64.55331412103746,3
2996,0,1,73,72,79,0,0,0,74.66666666666667,224,64.55331412103746,3
2997,0,1,72,82,76,3,0,0,76.66666666666667,233,67.14697406340058,3
2998,0,1,72,77,82,6,0,0,77.0,237,68.29971181556196,2
2999,0,1,78,80,65,10,0,0,74.33333333333333,233,67.14697406340058,3
3000,0,1,64,64,63,5,0,0,63.666666666666664,196,56.48414985590778,1
3001,0,1,64,64,63,5,0,0,63.666666666666664,196,56.48414985590778,1
3002,0,1,68,77,72,10,0,0,72.33333333333333,227,65.4178674351585,3
3003,0,1,76,61,75,3,0,0,70.66666666666667,215,61.95965417867435,3
3004,0,1,80,72,77,9,0,0,76.33333333333333,238,68.58789625360231,2
3005,0,1,80,72,74,20,0,0,75.33333333333333,246,70.89337175792507,2
3006,0,1,80,72,74,12,0,0,75.33333333333333,238,68.58789625360231,2
3007,0,1,80,72,74,12,0,0,75.33333333333333,238,68.58789625360231,2
3008,0,1,80,72,74,22,0,0,75.33333333333333,248,71.46974063400576,2
3009,0,1,79,68,82,10,0,0,76.33333333333333,239,68.87608069164266,2
3010,0,1,71,66,78,4,0,0,71.66666666666667,219,63.112391930835734,3
3011,0,1,72,60,75,3,0,0,69.0,210,60.51873198847262,3
3012,0,1,79,72,81,3,0,0,77.33333333333333,235,67.72334293948127,2
3013,0,1,70,76,66,3,0,0,70.66666666666667,215,61.95965417867435,3
3014,0,1,72,61,75,3,0,0,69.33333333333333,211,60.80691642651297,3
3015,0,1,71,66,77,10,0,0,71.33333333333333,224,64.55331412103746,3
3016,0,1,81,69,74,0,0,0,74.66666666666667,224,64.55331412103746,2
3017,0,1,76,78,64,20,0,0,72.66666666666667,238,68.58789625360231,2
3018,0,1,73,81,78,0,0,0,77.33333333333333,232,66.85878962536023,3
3019,0,1,73,81,78,0,0,0,77.33333333333333,232,66.85878962536023,3
3020,0,1,77,82,64,0,0,0,74.33333333333333,223,64.26512968299711,3
3021,0,1,69,60,63,0,0,0,64.0,192,55.3314121037464,1
3022,0,1,73,80,46,2,0,0,66.33333333333333,201,57.925072046109506,3
3023,0,1,80,67,77,0,0,0,74.66666666666667,224,64.55331412103746,2
3024,0,1,80,66,77,0,0,0,74.33333333333333,223,64.26512968299711,2
3025,0,1,76,80,71,2,0,0,75.66666666666667,229,65.99423631123919,3
3026,0,1,66,89,73,7,0,0,76.0,235,67.72334293948127,3
3027,0,1,71,81,77,10,0,1,76.33333333333333,239,68.87608069164266,2
3028,0,1,71,71,69,10,0,0,70.33333333333333,221,63.68876080691642,3
3029,0,1,71,80,77,0,0,0,76.0,228,65.70605187319885,3
3030,0,1,78,89,74,4,0,0,80.33333333333333,245,70.60518731988472,2
3031,0,1,78,89,74,4,0,0,80.33333333333333,245,70.60518731988472,2
3032,0,1,77,72,79,5,0,0,76.0,233,67.14697406340058,2
3033,0,1,80,69,68,0,0,0,72.33333333333333,217,62.53602305475504,3
3034,0,1,71,70,66,10,0,0,69.0,217,62.53602305475504,3
3035,0,1,58,66,64,9,0,0,62.666666666666664,197,56.77233429394812,1
3036,0,1,68,69,54,2,0,0,63.666666666666664,193,55.61959654178674,1
3037,0,1,69,69,66,10,0,0,68.0,214,61.67146974063401,3
3038,0,1,74,80,78,0,0,0,77.33333333333333,232,66.85878962536023,2
